"","flips","player","result","change","streak","num_Make","prior_makes_3"
"77501","Make",776,1,1,39059,1,FALSE
"77502","Make",776,1,0,39059,2,FALSE
"77503","Miss",776,0,1,39060,0,FALSE
"77504","Make",776,1,1,39061,1,FALSE
"77505","Make",776,1,0,39061,2,FALSE
"77506","Miss",776,0,1,39062,0,FALSE
"77507","Miss",776,0,0,39062,0,FALSE
"77508","Make",776,1,1,39063,1,FALSE
"77509","Make",776,1,0,39063,2,FALSE
"77510","Make",776,1,0,39063,3,FALSE
"77511","Make",776,1,0,39063,4,TRUE
"77512","Make",776,1,0,39063,5,TRUE
"77513","Miss",776,0,1,39064,0,TRUE
"77514","Miss",776,0,0,39064,0,FALSE
"77515","Make",776,1,1,39065,1,FALSE
"77516","Make",776,1,0,39065,2,FALSE
"77517","Miss",776,0,1,39066,0,FALSE
"77518","Miss",776,0,0,39066,0,FALSE
"77519","Miss",776,0,0,39066,0,FALSE
"77520","Miss",776,0,0,39066,0,FALSE
"77521","Miss",776,0,0,39066,0,FALSE
"77522","Make",776,1,1,39067,1,FALSE
"77523","Make",776,1,0,39067,2,FALSE
"77524","Miss",776,0,1,39068,0,FALSE
"77525","Make",776,1,1,39069,1,FALSE
"77526","Miss",776,0,1,39070,0,FALSE
"77527","Miss",776,0,0,39070,0,FALSE
"77528","Miss",776,0,0,39070,0,FALSE
"77529","Make",776,1,1,39071,1,FALSE
"77530","Miss",776,0,1,39072,0,FALSE
"77531","Miss",776,0,0,39072,0,FALSE
"77532","Make",776,1,1,39073,1,FALSE
"77533","Make",776,1,0,39073,2,FALSE
"77534","Make",776,1,0,39073,3,FALSE
"77535","Miss",776,0,1,39074,0,TRUE
"77536","Make",776,1,1,39075,1,FALSE
"77537","Make",776,1,0,39075,2,FALSE
"77538","Make",776,1,0,39075,3,FALSE
"77539","Make",776,1,0,39075,4,TRUE
"77540","Miss",776,0,1,39076,0,TRUE
"77541","Make",776,1,1,39077,1,FALSE
"77542","Make",776,1,0,39077,2,FALSE
"77543","Make",776,1,0,39077,3,FALSE
"77544","Miss",776,0,1,39078,0,TRUE
"77545","Miss",776,0,0,39078,0,FALSE
"77546","Make",776,1,1,39079,1,FALSE
"77547","Miss",776,0,1,39080,0,FALSE
"77548","Miss",776,0,0,39080,0,FALSE
"77549","Miss",776,0,0,39080,0,FALSE
"77550","Miss",776,0,0,39080,0,FALSE
"77551","Miss",776,0,0,39080,0,FALSE
"77552","Make",776,1,1,39081,1,FALSE
"77553","Make",776,1,0,39081,2,FALSE
"77554","Miss",776,0,1,39082,0,FALSE
"77555","Make",776,1,1,39083,1,FALSE
"77556","Miss",776,0,1,39084,0,FALSE
"77557","Make",776,1,1,39085,1,FALSE
"77558","Make",776,1,0,39085,2,FALSE
"77559","Make",776,1,0,39085,3,FALSE
"77560","Make",776,1,0,39085,4,TRUE
"77561","Miss",776,0,1,39086,0,TRUE
"77562","Miss",776,0,0,39086,0,FALSE
"77563","Miss",776,0,0,39086,0,FALSE
"77564","Make",776,1,1,39087,1,FALSE
"77565","Miss",776,0,1,39088,0,FALSE
"77566","Make",776,1,1,39089,1,FALSE
"77567","Make",776,1,0,39089,2,FALSE
"77568","Make",776,1,0,39089,3,FALSE
"77569","Make",776,1,0,39089,4,TRUE
"77570","Make",776,1,0,39089,5,TRUE
"77571","Miss",776,0,1,39090,0,TRUE
"77572","Make",776,1,1,39091,1,FALSE
"77573","Make",776,1,0,39091,2,FALSE
"77574","Miss",776,0,1,39092,0,FALSE
"77575","Miss",776,0,0,39092,0,FALSE
"77576","Miss",776,0,0,39092,0,FALSE
"77577","Make",776,1,1,39093,1,FALSE
"77578","Make",776,1,0,39093,2,FALSE
"77579","Make",776,1,0,39093,3,FALSE
"77580","Make",776,1,0,39093,4,TRUE
"77581","Make",776,1,0,39093,5,TRUE
"77582","Make",776,1,0,39093,6,TRUE
"77583","Make",776,1,0,39093,7,TRUE
"77584","Make",776,1,0,39093,8,TRUE
"77585","Make",776,1,0,39093,9,TRUE
"77586","Miss",776,0,1,39094,0,TRUE
"77587","Make",776,1,1,39095,1,FALSE
"77588","Miss",776,0,1,39096,0,FALSE
"77589","Make",776,1,1,39097,1,FALSE
"77590","Miss",776,0,1,39098,0,FALSE
"77591","Miss",776,0,0,39098,0,FALSE
"77592","Miss",776,0,0,39098,0,FALSE
"77593","Miss",776,0,0,39098,0,FALSE
"77594","Make",776,1,1,39099,1,FALSE
"77595","Make",776,1,0,39099,2,FALSE
"77596","Miss",776,0,1,39100,0,FALSE
"77597","Miss",776,0,0,39100,0,FALSE
"77598","Miss",776,0,0,39100,0,FALSE
"77599","Make",776,1,1,39101,1,FALSE
"77600","Make",776,1,0,39101,2,FALSE
"77601","Miss",777,0,1,39102,0,FALSE
"77602","Make",777,1,1,39103,1,FALSE
"77603","Miss",777,0,1,39104,0,FALSE
"77604","Miss",777,0,0,39104,0,FALSE
"77605","Miss",777,0,0,39104,0,FALSE
"77606","Miss",777,0,0,39104,0,FALSE
"77607","Miss",777,0,0,39104,0,FALSE
"77608","Miss",777,0,0,39104,0,FALSE
"77609","Make",777,1,1,39105,1,FALSE
"77610","Make",777,1,0,39105,2,FALSE
"77611","Make",777,1,0,39105,3,FALSE
"77612","Make",777,1,0,39105,4,TRUE
"77613","Make",777,1,0,39105,5,TRUE
"77614","Make",777,1,0,39105,6,TRUE
"77615","Make",777,1,0,39105,7,TRUE
"77616","Make",777,1,0,39105,8,TRUE
"77617","Make",777,1,0,39105,9,TRUE
"77618","Make",777,1,0,39105,10,TRUE
"77619","Make",777,1,0,39105,11,TRUE
"77620","Miss",777,0,1,39106,0,TRUE
"77621","Miss",777,0,0,39106,0,FALSE
"77622","Miss",777,0,0,39106,0,FALSE
"77623","Miss",777,0,0,39106,0,FALSE
"77624","Make",777,1,1,39107,1,FALSE
"77625","Miss",777,0,1,39108,0,FALSE
"77626","Miss",777,0,0,39108,0,FALSE
"77627","Make",777,1,1,39109,1,FALSE
"77628","Miss",777,0,1,39110,0,FALSE
"77629","Make",777,1,1,39111,1,FALSE
"77630","Miss",777,0,1,39112,0,FALSE
"77631","Miss",777,0,0,39112,0,FALSE
"77632","Make",777,1,1,39113,1,FALSE
"77633","Make",777,1,0,39113,2,FALSE
"77634","Miss",777,0,1,39114,0,FALSE
"77635","Make",777,1,1,39115,1,FALSE
"77636","Make",777,1,0,39115,2,FALSE
"77637","Miss",777,0,1,39116,0,FALSE
"77638","Make",777,1,1,39117,1,FALSE
"77639","Miss",777,0,1,39118,0,FALSE
"77640","Make",777,1,1,39119,1,FALSE
"77641","Make",777,1,0,39119,2,FALSE
"77642","Miss",777,0,1,39120,0,FALSE
"77643","Miss",777,0,0,39120,0,FALSE
"77644","Make",777,1,1,39121,1,FALSE
"77645","Make",777,1,0,39121,2,FALSE
"77646","Make",777,1,0,39121,3,FALSE
"77647","Make",777,1,0,39121,4,TRUE
"77648","Make",777,1,0,39121,5,TRUE
"77649","Make",777,1,0,39121,6,TRUE
"77650","Make",777,1,0,39121,7,TRUE
"77651","Make",777,1,0,39121,8,TRUE
"77652","Miss",777,0,1,39122,0,TRUE
"77653","Make",777,1,1,39123,1,FALSE
"77654","Make",777,1,0,39123,2,FALSE
"77655","Make",777,1,0,39123,3,FALSE
"77656","Miss",777,0,1,39124,0,TRUE
"77657","Miss",777,0,0,39124,0,FALSE
"77658","Make",777,1,1,39125,1,FALSE
"77659","Make",777,1,0,39125,2,FALSE
"77660","Miss",777,0,1,39126,0,FALSE
"77661","Make",777,1,1,39127,1,FALSE
"77662","Miss",777,0,1,39128,0,FALSE
"77663","Make",777,1,1,39129,1,FALSE
"77664","Miss",777,0,1,39130,0,FALSE
"77665","Make",777,1,1,39131,1,FALSE
"77666","Miss",777,0,1,39132,0,FALSE
"77667","Make",777,1,1,39133,1,FALSE
"77668","Miss",777,0,1,39134,0,FALSE
"77669","Miss",777,0,0,39134,0,FALSE
"77670","Make",777,1,1,39135,1,FALSE
"77671","Make",777,1,0,39135,2,FALSE
"77672","Make",777,1,0,39135,3,FALSE
"77673","Make",777,1,0,39135,4,TRUE
"77674","Miss",777,0,1,39136,0,TRUE
"77675","Miss",777,0,0,39136,0,FALSE
"77676","Miss",777,0,0,39136,0,FALSE
"77677","Miss",777,0,0,39136,0,FALSE
"77678","Make",777,1,1,39137,1,FALSE
"77679","Miss",777,0,1,39138,0,FALSE
"77680","Make",777,1,1,39139,1,FALSE
"77681","Miss",777,0,1,39140,0,FALSE
"77682","Make",777,1,1,39141,1,FALSE
"77683","Miss",777,0,1,39142,0,FALSE
"77684","Make",777,1,1,39143,1,FALSE
"77685","Miss",777,0,1,39144,0,FALSE
"77686","Make",777,1,1,39145,1,FALSE
"77687","Make",777,1,0,39145,2,FALSE
"77688","Make",777,1,0,39145,3,FALSE
"77689","Miss",777,0,1,39146,0,TRUE
"77690","Miss",777,0,0,39146,0,FALSE
"77691","Miss",777,0,0,39146,0,FALSE
"77692","Make",777,1,1,39147,1,FALSE
"77693","Miss",777,0,1,39148,0,FALSE
"77694","Miss",777,0,0,39148,0,FALSE
"77695","Make",777,1,1,39149,1,FALSE
"77696","Miss",777,0,1,39150,0,FALSE
"77697","Make",777,1,1,39151,1,FALSE
"77698","Make",777,1,0,39151,2,FALSE
"77699","Miss",777,0,1,39152,0,FALSE
"77700","Make",777,1,1,39153,1,FALSE
"77701","Make",778,1,1,39154,1,FALSE
"77702","Miss",778,0,1,39155,0,FALSE
"77703","Miss",778,0,0,39155,0,FALSE
"77704","Make",778,1,1,39156,1,FALSE
"77705","Miss",778,0,1,39157,0,FALSE
"77706","Miss",778,0,0,39157,0,FALSE
"77707","Miss",778,0,0,39157,0,FALSE
"77708","Make",778,1,1,39158,1,FALSE
"77709","Miss",778,0,1,39159,0,FALSE
"77710","Miss",778,0,0,39159,0,FALSE
"77711","Make",778,1,1,39160,1,FALSE
"77712","Miss",778,0,1,39161,0,FALSE
"77713","Make",778,1,1,39162,1,FALSE
"77714","Make",778,1,0,39162,2,FALSE
"77715","Miss",778,0,1,39163,0,FALSE
"77716","Miss",778,0,0,39163,0,FALSE
"77717","Make",778,1,1,39164,1,FALSE
"77718","Make",778,1,0,39164,2,FALSE
"77719","Miss",778,0,1,39165,0,FALSE
"77720","Make",778,1,1,39166,1,FALSE
"77721","Miss",778,0,1,39167,0,FALSE
"77722","Miss",778,0,0,39167,0,FALSE
"77723","Miss",778,0,0,39167,0,FALSE
"77724","Make",778,1,1,39168,1,FALSE
"77725","Make",778,1,0,39168,2,FALSE
"77726","Miss",778,0,1,39169,0,FALSE
"77727","Make",778,1,1,39170,1,FALSE
"77728","Make",778,1,0,39170,2,FALSE
"77729","Make",778,1,0,39170,3,FALSE
"77730","Make",778,1,0,39170,4,TRUE
"77731","Miss",778,0,1,39171,0,TRUE
"77732","Make",778,1,1,39172,1,FALSE
"77733","Miss",778,0,1,39173,0,FALSE
"77734","Make",778,1,1,39174,1,FALSE
"77735","Miss",778,0,1,39175,0,FALSE
"77736","Miss",778,0,0,39175,0,FALSE
"77737","Miss",778,0,0,39175,0,FALSE
"77738","Make",778,1,1,39176,1,FALSE
"77739","Miss",778,0,1,39177,0,FALSE
"77740","Miss",778,0,0,39177,0,FALSE
"77741","Miss",778,0,0,39177,0,FALSE
"77742","Miss",778,0,0,39177,0,FALSE
"77743","Miss",778,0,0,39177,0,FALSE
"77744","Miss",778,0,0,39177,0,FALSE
"77745","Miss",778,0,0,39177,0,FALSE
"77746","Make",778,1,1,39178,1,FALSE
"77747","Make",778,1,0,39178,2,FALSE
"77748","Make",778,1,0,39178,3,FALSE
"77749","Make",778,1,0,39178,4,TRUE
"77750","Miss",778,0,1,39179,0,TRUE
"77751","Miss",778,0,0,39179,0,FALSE
"77752","Miss",778,0,0,39179,0,FALSE
"77753","Make",778,1,1,39180,1,FALSE
"77754","Miss",778,0,1,39181,0,FALSE
"77755","Miss",778,0,0,39181,0,FALSE
"77756","Make",778,1,1,39182,1,FALSE
"77757","Miss",778,0,1,39183,0,FALSE
"77758","Make",778,1,1,39184,1,FALSE
"77759","Miss",778,0,1,39185,0,FALSE
"77760","Miss",778,0,0,39185,0,FALSE
"77761","Miss",778,0,0,39185,0,FALSE
"77762","Miss",778,0,0,39185,0,FALSE
"77763","Miss",778,0,0,39185,0,FALSE
"77764","Miss",778,0,0,39185,0,FALSE
"77765","Make",778,1,1,39186,1,FALSE
"77766","Make",778,1,0,39186,2,FALSE
"77767","Miss",778,0,1,39187,0,FALSE
"77768","Make",778,1,1,39188,1,FALSE
"77769","Make",778,1,0,39188,2,FALSE
"77770","Make",778,1,0,39188,3,FALSE
"77771","Make",778,1,0,39188,4,TRUE
"77772","Make",778,1,0,39188,5,TRUE
"77773","Miss",778,0,1,39189,0,TRUE
"77774","Make",778,1,1,39190,1,FALSE
"77775","Miss",778,0,1,39191,0,FALSE
"77776","Miss",778,0,0,39191,0,FALSE
"77777","Miss",778,0,0,39191,0,FALSE
"77778","Make",778,1,1,39192,1,FALSE
"77779","Make",778,1,0,39192,2,FALSE
"77780","Make",778,1,0,39192,3,FALSE
"77781","Make",778,1,0,39192,4,TRUE
"77782","Make",778,1,0,39192,5,TRUE
"77783","Miss",778,0,1,39193,0,TRUE
"77784","Make",778,1,1,39194,1,FALSE
"77785","Miss",778,0,1,39195,0,FALSE
"77786","Miss",778,0,0,39195,0,FALSE
"77787","Make",778,1,1,39196,1,FALSE
"77788","Miss",778,0,1,39197,0,FALSE
"77789","Miss",778,0,0,39197,0,FALSE
"77790","Miss",778,0,0,39197,0,FALSE
"77791","Make",778,1,1,39198,1,FALSE
"77792","Make",778,1,0,39198,2,FALSE
"77793","Miss",778,0,1,39199,0,FALSE
"77794","Make",778,1,1,39200,1,FALSE
"77795","Make",778,1,0,39200,2,FALSE
"77796","Make",778,1,0,39200,3,FALSE
"77797","Miss",778,0,1,39201,0,TRUE
"77798","Make",778,1,1,39202,1,FALSE
"77799","Make",778,1,0,39202,2,FALSE
"77800","Miss",778,0,1,39203,0,FALSE
"77801","Make",779,1,1,39204,1,FALSE
"77802","Make",779,1,0,39204,2,FALSE
"77803","Make",779,1,0,39204,3,FALSE
"77804","Miss",779,0,1,39205,0,TRUE
"77805","Miss",779,0,0,39205,0,FALSE
"77806","Miss",779,0,0,39205,0,FALSE
"77807","Miss",779,0,0,39205,0,FALSE
"77808","Make",779,1,1,39206,1,FALSE
"77809","Make",779,1,0,39206,2,FALSE
"77810","Miss",779,0,1,39207,0,FALSE
"77811","Miss",779,0,0,39207,0,FALSE
"77812","Make",779,1,1,39208,1,FALSE
"77813","Make",779,1,0,39208,2,FALSE
"77814","Make",779,1,0,39208,3,FALSE
"77815","Miss",779,0,1,39209,0,TRUE
"77816","Miss",779,0,0,39209,0,FALSE
"77817","Make",779,1,1,39210,1,FALSE
"77818","Miss",779,0,1,39211,0,FALSE
"77819","Miss",779,0,0,39211,0,FALSE
"77820","Make",779,1,1,39212,1,FALSE
"77821","Miss",779,0,1,39213,0,FALSE
"77822","Make",779,1,1,39214,1,FALSE
"77823","Make",779,1,0,39214,2,FALSE
"77824","Make",779,1,0,39214,3,FALSE
"77825","Make",779,1,0,39214,4,TRUE
"77826","Make",779,1,0,39214,5,TRUE
"77827","Miss",779,0,1,39215,0,TRUE
"77828","Make",779,1,1,39216,1,FALSE
"77829","Make",779,1,0,39216,2,FALSE
"77830","Make",779,1,0,39216,3,FALSE
"77831","Make",779,1,0,39216,4,TRUE
"77832","Make",779,1,0,39216,5,TRUE
"77833","Make",779,1,0,39216,6,TRUE
"77834","Miss",779,0,1,39217,0,TRUE
"77835","Miss",779,0,0,39217,0,FALSE
"77836","Make",779,1,1,39218,1,FALSE
"77837","Miss",779,0,1,39219,0,FALSE
"77838","Miss",779,0,0,39219,0,FALSE
"77839","Make",779,1,1,39220,1,FALSE
"77840","Make",779,1,0,39220,2,FALSE
"77841","Make",779,1,0,39220,3,FALSE
"77842","Miss",779,0,1,39221,0,TRUE
"77843","Make",779,1,1,39222,1,FALSE
"77844","Make",779,1,0,39222,2,FALSE
"77845","Miss",779,0,1,39223,0,FALSE
"77846","Make",779,1,1,39224,1,FALSE
"77847","Make",779,1,0,39224,2,FALSE
"77848","Make",779,1,0,39224,3,FALSE
"77849","Make",779,1,0,39224,4,TRUE
"77850","Miss",779,0,1,39225,0,TRUE
"77851","Miss",779,0,0,39225,0,FALSE
"77852","Miss",779,0,0,39225,0,FALSE
"77853","Make",779,1,1,39226,1,FALSE
"77854","Make",779,1,0,39226,2,FALSE
"77855","Make",779,1,0,39226,3,FALSE
"77856","Make",779,1,0,39226,4,TRUE
"77857","Make",779,1,0,39226,5,TRUE
"77858","Miss",779,0,1,39227,0,TRUE
"77859","Miss",779,0,0,39227,0,FALSE
"77860","Miss",779,0,0,39227,0,FALSE
"77861","Make",779,1,1,39228,1,FALSE
"77862","Miss",779,0,1,39229,0,FALSE
"77863","Miss",779,0,0,39229,0,FALSE
"77864","Miss",779,0,0,39229,0,FALSE
"77865","Make",779,1,1,39230,1,FALSE
"77866","Make",779,1,0,39230,2,FALSE
"77867","Miss",779,0,1,39231,0,FALSE
"77868","Miss",779,0,0,39231,0,FALSE
"77869","Miss",779,0,0,39231,0,FALSE
"77870","Miss",779,0,0,39231,0,FALSE
"77871","Miss",779,0,0,39231,0,FALSE
"77872","Make",779,1,1,39232,1,FALSE
"77873","Make",779,1,0,39232,2,FALSE
"77874","Miss",779,0,1,39233,0,FALSE
"77875","Make",779,1,1,39234,1,FALSE
"77876","Miss",779,0,1,39235,0,FALSE
"77877","Miss",779,0,0,39235,0,FALSE
"77878","Miss",779,0,0,39235,0,FALSE
"77879","Miss",779,0,0,39235,0,FALSE
"77880","Make",779,1,1,39236,1,FALSE
"77881","Miss",779,0,1,39237,0,FALSE
"77882","Make",779,1,1,39238,1,FALSE
"77883","Miss",779,0,1,39239,0,FALSE
"77884","Make",779,1,1,39240,1,FALSE
"77885","Miss",779,0,1,39241,0,FALSE
"77886","Miss",779,0,0,39241,0,FALSE
"77887","Make",779,1,1,39242,1,FALSE
"77888","Miss",779,0,1,39243,0,FALSE
"77889","Miss",779,0,0,39243,0,FALSE
"77890","Make",779,1,1,39244,1,FALSE
"77891","Miss",779,0,1,39245,0,FALSE
"77892","Miss",779,0,0,39245,0,FALSE
"77893","Miss",779,0,0,39245,0,FALSE
"77894","Make",779,1,1,39246,1,FALSE
"77895","Make",779,1,0,39246,2,FALSE
"77896","Make",779,1,0,39246,3,FALSE
"77897","Miss",779,0,1,39247,0,TRUE
"77898","Make",779,1,1,39248,1,FALSE
"77899","Miss",779,0,1,39249,0,FALSE
"77900","Miss",779,0,0,39249,0,FALSE
"77901","Miss",780,0,1,39250,0,FALSE
"77902","Miss",780,0,0,39250,0,FALSE
"77903","Make",780,1,1,39251,1,FALSE
"77904","Miss",780,0,1,39252,0,FALSE
"77905","Make",780,1,1,39253,1,FALSE
"77906","Make",780,1,0,39253,2,FALSE
"77907","Make",780,1,0,39253,3,FALSE
"77908","Miss",780,0,1,39254,0,TRUE
"77909","Miss",780,0,0,39254,0,FALSE
"77910","Miss",780,0,0,39254,0,FALSE
"77911","Make",780,1,1,39255,1,FALSE
"77912","Make",780,1,0,39255,2,FALSE
"77913","Miss",780,0,1,39256,0,FALSE
"77914","Make",780,1,1,39257,1,FALSE
"77915","Miss",780,0,1,39258,0,FALSE
"77916","Miss",780,0,0,39258,0,FALSE
"77917","Miss",780,0,0,39258,0,FALSE
"77918","Miss",780,0,0,39258,0,FALSE
"77919","Miss",780,0,0,39258,0,FALSE
"77920","Miss",780,0,0,39258,0,FALSE
"77921","Make",780,1,1,39259,1,FALSE
"77922","Make",780,1,0,39259,2,FALSE
"77923","Miss",780,0,1,39260,0,FALSE
"77924","Miss",780,0,0,39260,0,FALSE
"77925","Make",780,1,1,39261,1,FALSE
"77926","Miss",780,0,1,39262,0,FALSE
"77927","Make",780,1,1,39263,1,FALSE
"77928","Make",780,1,0,39263,2,FALSE
"77929","Make",780,1,0,39263,3,FALSE
"77930","Miss",780,0,1,39264,0,TRUE
"77931","Make",780,1,1,39265,1,FALSE
"77932","Miss",780,0,1,39266,0,FALSE
"77933","Miss",780,0,0,39266,0,FALSE
"77934","Make",780,1,1,39267,1,FALSE
"77935","Miss",780,0,1,39268,0,FALSE
"77936","Miss",780,0,0,39268,0,FALSE
"77937","Make",780,1,1,39269,1,FALSE
"77938","Miss",780,0,1,39270,0,FALSE
"77939","Miss",780,0,0,39270,0,FALSE
"77940","Miss",780,0,0,39270,0,FALSE
"77941","Make",780,1,1,39271,1,FALSE
"77942","Make",780,1,0,39271,2,FALSE
"77943","Miss",780,0,1,39272,0,FALSE
"77944","Miss",780,0,0,39272,0,FALSE
"77945","Miss",780,0,0,39272,0,FALSE
"77946","Miss",780,0,0,39272,0,FALSE
"77947","Make",780,1,1,39273,1,FALSE
"77948","Make",780,1,0,39273,2,FALSE
"77949","Make",780,1,0,39273,3,FALSE
"77950","Miss",780,0,1,39274,0,TRUE
"77951","Miss",780,0,0,39274,0,FALSE
"77952","Miss",780,0,0,39274,0,FALSE
"77953","Make",780,1,1,39275,1,FALSE
"77954","Miss",780,0,1,39276,0,FALSE
"77955","Miss",780,0,0,39276,0,FALSE
"77956","Make",780,1,1,39277,1,FALSE
"77957","Miss",780,0,1,39278,0,FALSE
"77958","Miss",780,0,0,39278,0,FALSE
"77959","Make",780,1,1,39279,1,FALSE
"77960","Miss",780,0,1,39280,0,FALSE
"77961","Miss",780,0,0,39280,0,FALSE
"77962","Miss",780,0,0,39280,0,FALSE
"77963","Miss",780,0,0,39280,0,FALSE
"77964","Make",780,1,1,39281,1,FALSE
"77965","Miss",780,0,1,39282,0,FALSE
"77966","Make",780,1,1,39283,1,FALSE
"77967","Make",780,1,0,39283,2,FALSE
"77968","Miss",780,0,1,39284,0,FALSE
"77969","Make",780,1,1,39285,1,FALSE
"77970","Miss",780,0,1,39286,0,FALSE
"77971","Make",780,1,1,39287,1,FALSE
"77972","Miss",780,0,1,39288,0,FALSE
"77973","Make",780,1,1,39289,1,FALSE
"77974","Miss",780,0,1,39290,0,FALSE
"77975","Miss",780,0,0,39290,0,FALSE
"77976","Miss",780,0,0,39290,0,FALSE
"77977","Make",780,1,1,39291,1,FALSE
"77978","Make",780,1,0,39291,2,FALSE
"77979","Make",780,1,0,39291,3,FALSE
"77980","Make",780,1,0,39291,4,TRUE
"77981","Make",780,1,0,39291,5,TRUE
"77982","Miss",780,0,1,39292,0,TRUE
"77983","Make",780,1,1,39293,1,FALSE
"77984","Make",780,1,0,39293,2,FALSE
"77985","Make",780,1,0,39293,3,FALSE
"77986","Miss",780,0,1,39294,0,TRUE
"77987","Make",780,1,1,39295,1,FALSE
"77988","Miss",780,0,1,39296,0,FALSE
"77989","Make",780,1,1,39297,1,FALSE
"77990","Miss",780,0,1,39298,0,FALSE
"77991","Make",780,1,1,39299,1,FALSE
"77992","Miss",780,0,1,39300,0,FALSE
"77993","Miss",780,0,0,39300,0,FALSE
"77994","Miss",780,0,0,39300,0,FALSE
"77995","Miss",780,0,0,39300,0,FALSE
"77996","Miss",780,0,0,39300,0,FALSE
"77997","Miss",780,0,0,39300,0,FALSE
"77998","Make",780,1,1,39301,1,FALSE
"77999","Miss",780,0,1,39302,0,FALSE
"78000","Miss",780,0,0,39302,0,FALSE
"78001","Miss",781,0,1,39303,0,FALSE
"78002","Miss",781,0,0,39303,0,FALSE
"78003","Make",781,1,1,39304,1,FALSE
"78004","Make",781,1,0,39304,2,FALSE
"78005","Make",781,1,0,39304,3,FALSE
"78006","Miss",781,0,1,39305,0,TRUE
"78007","Make",781,1,1,39306,1,FALSE
"78008","Make",781,1,0,39306,2,FALSE
"78009","Miss",781,0,1,39307,0,FALSE
"78010","Make",781,1,1,39308,1,FALSE
"78011","Miss",781,0,1,39309,0,FALSE
"78012","Miss",781,0,0,39309,0,FALSE
"78013","Make",781,1,1,39310,1,FALSE
"78014","Miss",781,0,1,39311,0,FALSE
"78015","Make",781,1,1,39312,1,FALSE
"78016","Miss",781,0,1,39313,0,FALSE
"78017","Make",781,1,1,39314,1,FALSE
"78018","Make",781,1,0,39314,2,FALSE
"78019","Make",781,1,0,39314,3,FALSE
"78020","Make",781,1,0,39314,4,TRUE
"78021","Make",781,1,0,39314,5,TRUE
"78022","Make",781,1,0,39314,6,TRUE
"78023","Make",781,1,0,39314,7,TRUE
"78024","Miss",781,0,1,39315,0,TRUE
"78025","Make",781,1,1,39316,1,FALSE
"78026","Miss",781,0,1,39317,0,FALSE
"78027","Make",781,1,1,39318,1,FALSE
"78028","Miss",781,0,1,39319,0,FALSE
"78029","Miss",781,0,0,39319,0,FALSE
"78030","Miss",781,0,0,39319,0,FALSE
"78031","Miss",781,0,0,39319,0,FALSE
"78032","Make",781,1,1,39320,1,FALSE
"78033","Miss",781,0,1,39321,0,FALSE
"78034","Miss",781,0,0,39321,0,FALSE
"78035","Make",781,1,1,39322,1,FALSE
"78036","Make",781,1,0,39322,2,FALSE
"78037","Make",781,1,0,39322,3,FALSE
"78038","Make",781,1,0,39322,4,TRUE
"78039","Miss",781,0,1,39323,0,TRUE
"78040","Make",781,1,1,39324,1,FALSE
"78041","Miss",781,0,1,39325,0,FALSE
"78042","Miss",781,0,0,39325,0,FALSE
"78043","Miss",781,0,0,39325,0,FALSE
"78044","Miss",781,0,0,39325,0,FALSE
"78045","Miss",781,0,0,39325,0,FALSE
"78046","Miss",781,0,0,39325,0,FALSE
"78047","Make",781,1,1,39326,1,FALSE
"78048","Miss",781,0,1,39327,0,FALSE
"78049","Make",781,1,1,39328,1,FALSE
"78050","Make",781,1,0,39328,2,FALSE
"78051","Make",781,1,0,39328,3,FALSE
"78052","Miss",781,0,1,39329,0,TRUE
"78053","Miss",781,0,0,39329,0,FALSE
"78054","Make",781,1,1,39330,1,FALSE
"78055","Miss",781,0,1,39331,0,FALSE
"78056","Make",781,1,1,39332,1,FALSE
"78057","Make",781,1,0,39332,2,FALSE
"78058","Miss",781,0,1,39333,0,FALSE
"78059","Make",781,1,1,39334,1,FALSE
"78060","Make",781,1,0,39334,2,FALSE
"78061","Miss",781,0,1,39335,0,FALSE
"78062","Make",781,1,1,39336,1,FALSE
"78063","Make",781,1,0,39336,2,FALSE
"78064","Make",781,1,0,39336,3,FALSE
"78065","Make",781,1,0,39336,4,TRUE
"78066","Miss",781,0,1,39337,0,TRUE
"78067","Miss",781,0,0,39337,0,FALSE
"78068","Make",781,1,1,39338,1,FALSE
"78069","Miss",781,0,1,39339,0,FALSE
"78070","Miss",781,0,0,39339,0,FALSE
"78071","Make",781,1,1,39340,1,FALSE
"78072","Miss",781,0,1,39341,0,FALSE
"78073","Make",781,1,1,39342,1,FALSE
"78074","Make",781,1,0,39342,2,FALSE
"78075","Make",781,1,0,39342,3,FALSE
"78076","Make",781,1,0,39342,4,TRUE
"78077","Make",781,1,0,39342,5,TRUE
"78078","Miss",781,0,1,39343,0,TRUE
"78079","Make",781,1,1,39344,1,FALSE
"78080","Miss",781,0,1,39345,0,FALSE
"78081","Miss",781,0,0,39345,0,FALSE
"78082","Make",781,1,1,39346,1,FALSE
"78083","Make",781,1,0,39346,2,FALSE
"78084","Miss",781,0,1,39347,0,FALSE
"78085","Make",781,1,1,39348,1,FALSE
"78086","Make",781,1,0,39348,2,FALSE
"78087","Make",781,1,0,39348,3,FALSE
"78088","Make",781,1,0,39348,4,TRUE
"78089","Miss",781,0,1,39349,0,TRUE
"78090","Miss",781,0,0,39349,0,FALSE
"78091","Make",781,1,1,39350,1,FALSE
"78092","Make",781,1,0,39350,2,FALSE
"78093","Make",781,1,0,39350,3,FALSE
"78094","Make",781,1,0,39350,4,TRUE
